scanned 1692 files, 19341 fragments, 319471 candidate pairs
  src/slic3r/GUI/TabButton.cpp:109-115  <->  src/slic3r/GUI/Widgets/Button.cpp:143-149  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/HelioReleaseNote.cpp:2179-2184  <->  src/slic3r/GUI/Plater.cpp:12724-12729  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/WebDownPluginDlg.cpp:276-299  <->  src/slic3r/GUI/WebGuideDialog.cpp:580-603  (MIXED, weighted=1, line=0.909091)
  src/slic3r/GUI/WebDownPluginDlg.cpp:153-159  <->  src/slic3r/GUI/WebGuideDialog.cpp:329-335  (EXACT, weighted=1, line=1)
  bbs_test_tools/bbs_gcode_checker/GCodeChecker.cpp:717-732  <->  src/libslic3r/GCode/GCodeProcessor.cpp:3960-3975  (EXACT, weighted=1, line=1)
  bbs_test_tools/bbs_gcode_checker/GCodeChecker.cpp:717-732  <->  src/libslic3r/GCode/GCodeProcessor.cpp:4362-4377  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/WebUserLoginDialog.cpp:421-425  <->  src/slic3r/GUI/WebViewDialog.cpp:2319-2323  (EXACT, weighted=1, line=0.6)
  src/slic3r/GUI/HelioReleaseNote.cpp:3117-3122  <->  src/slic3r/GUI/Plater.cpp:12417-12422  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/HelioReleaseNote.cpp:3117-3122  <->  src/slic3r/GUI/Plater.cpp:12724-12729  (EXACT, weighted=1, line=1)
  src/slic3r/Utils/OctoPrint.cpp:232-234  <->  src/slic3r/Utils/Repetier.cpp:140-142  (EXACT, weighted=1, line=1)
  src/slic3r/Utils/OctoPrint.cpp:121-123  <->  src/slic3r/Utils/Repetier.cpp:54-56  (EXACT, weighted=1, line=1)
  src/slic3r/Utils/FlashAir.cpp:49-51  <->  src/slic3r/Utils/OctoPrint.cpp:121-123  (LITERAL, weighted=1, line=0.5)
  src/slic3r/GUI/HelioReleaseNote.cpp:3418-3423  <->  src/slic3r/GUI/Plater.cpp:12417-12422  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/HelioReleaseNote.cpp:3418-3423  <->  src/slic3r/GUI/Plater.cpp:12724-12729  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/HelioReleaseNote.cpp:3840-3845  <->  src/slic3r/GUI/Plater.cpp:12417-12422  (EXACT, weighted=1, line=1)
  src/slic3r/Utils/Duet.cpp:105-107  <->  src/slic3r/Utils/MKS.cpp:97-99  (LITERAL, weighted=1, line=0.5)
  src/slic3r/GUI/MultiMachinePage.cpp:139-175  <->  src/slic3r/GUI/MultiTaskManagerPage.cpp:462-500  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/HelioReleaseNote.cpp:3840-3845  <->  src/slic3r/GUI/Plater.cpp:12724-12729  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/HintNotification.cpp:62-65  <->  src/slic3r/GUI/NotificationManager.cpp:61-64  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/Jobs/OrientJob.cpp:154-159  <->  src/slic3r/GUI/Jobs/SendJob.cpp:49-54  (EXACT, weighted=1, line=0.714286)
  src/slic3r/GUI/HintNotification.cpp:62-65  <->  src/slic3r/GUI/SlicingProgressNotification.cpp:13-16  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/Jobs/BindJob.cpp:34-39  <->  src/slic3r/GUI/Jobs/OrientJob.cpp:154-159  (EXACT, weighted=1, line=0.714286)
  src/slic3r/GUI/Jobs/BindJob.cpp:34-39  <->  src/slic3r/GUI/Jobs/PrintJob.cpp:66-71  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/Widgets/Button.cpp:143-149  <->  src/slic3r/GUI/Widgets/TempInput.cpp:344-350  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/Widgets/Button.cpp:143-149  <->  src/slic3r/GUI/Widgets/SideButton.cpp:147-153  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/Jobs/BindJob.cpp:34-39  <->  src/slic3r/GUI/Jobs/SendJob.cpp:49-54  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/Jobs/BindJob.cpp:34-39  <->  src/slic3r/GUI/Jobs/UpgradeNetworkJob.cpp:25-30  (RENAMED, weighted=1, line=0.714286)
  src/slic3r/GUI/Jobs/OrientJob.cpp:154-159  <->  src/slic3r/GUI/Jobs/PrintJob.cpp:66-71  (EXACT, weighted=1, line=0.714286)
  src/slic3r/Utils/FontUtils.cpp:64-70  <->  src/slic3r/Utils/WxFontUtils.cpp:155-164  (EXACT, weighted=1, line=0.545455)
  src/slic3r/GUI/Jobs/OrientJob.cpp:154-159  <->  src/slic3r/GUI/Jobs/UpgradeNetworkJob.cpp:25-30  (RENAMED, weighted=1, line=0.5)
  src/slic3r/Utils/AstroBox.cpp:54-75  <->  src/slic3r/Utils/OctoPrint.cpp:126-147  (LITERAL, weighted=1, line=0.875)
  src/slic3r/Utils/AstroBox.cpp:49-51  <->  src/slic3r/Utils/OctoPrint.cpp:121-123  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/Jobs/PrintJob.cpp:66-71  <->  src/slic3r/GUI/Jobs/SendJob.cpp:49-54  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/Jobs/PrintJob.cpp:66-71  <->  src/slic3r/GUI/Jobs/UpgradeNetworkJob.cpp:25-30  (RENAMED, weighted=1, line=0.714286)
  src/slic3r/GUI/Jobs/SendJob.cpp:49-54  <->  src/slic3r/GUI/Jobs/UpgradeNetworkJob.cpp:25-30  (RENAMED, weighted=1, line=0.714286)
  src/slic3r/GUI/MarkdownTip.cpp:19-36  <->  src/slic3r/GUI/PrivacyUpdateDialog.cpp:14-31  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/MarkdownTip.cpp:19-36  <->  src/slic3r/GUI/ReleaseNote.cpp:440-457  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/Widgets/SideButton.cpp:147-153  <->  src/slic3r/GUI/Widgets/TempInput.cpp:344-350  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/MultiMachineManagerPage.cpp:239-242  <->  src/slic3r/GUI/SendMultiMachinePage.cpp:246-249  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/SelectMachine.cpp:3176-3200  <->  src/slic3r/GUI/SendToPrinter.cpp:1042-1066  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/SelectMachine.cpp:1520-1536  <->  src/slic3r/GUI/SyncAmsInfoDialog.cpp:1467-1485  (EXACT, weighted=1, line=0.684211)
  src/slic3r/GUI/MultiMachineManagerPage.cpp:109-145  <->  src/slic3r/GUI/MultiMachinePage.cpp:139-175  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/MultiMachineManagerPage.cpp:109-145  <->  src/slic3r/GUI/MultiTaskManagerPage.cpp:462-500  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/SelectMachine.cpp:987-1013  <->  src/slic3r/GUI/SendToPrinter.cpp:692-718  (LITERAL, weighted=1, line=0.636364)
  src/slic3r/GUI/SelectMachine.cpp:280-292  <->  src/slic3r/GUI/SendToPrinter.cpp:546-558  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/SelectMachine.cpp:280-292  <->  src/slic3r/GUI/SendMultiMachinePage.cpp:1132-1144  (RENAMED, weighted=1, line=0.777778)
  src/slic3r/GUI/MultiMachineManagerPage.cpp:109-145  <->  src/slic3r/GUI/SendMultiMachinePage.cpp:55-91  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/SelectMachine.cpp:1467-1511  <->  src/slic3r/GUI/SyncAmsInfoDialog.cpp:1426-1461  (EXACT, weighted=1, line=0.55)
  src/slic3r/GUI/MultiMachineManagerPage.cpp:239-242  <->  src/slic3r/GUI/MultiMachinePage.cpp:289-292  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/SelectMachine.cpp:3176-3200  <->  src/slic3r/GUI/SyncAmsInfoDialog.cpp:2006-2029  (EXACT, weighted=1, line=0.681818)
  src/slic3r/GUI/MultiMachineManagerPage.cpp:253-264  <->  src/slic3r/GUI/MultiTaskManagerPage.cpp:519-530  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/Plater.cpp:17219-17224  <->  src/slic3r/Utils/CalibUtils.cpp:626-631  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/MultiMachineManagerPage.cpp:658-667  <->  src/slic3r/GUI/MultiTaskManagerPage.cpp:840-849  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/Gizmos/GLGizmoMmuSegmentation.cpp:565-566  <->  src/slic3r/GUI/Gizmos/GLGizmoSeam.cpp:241-242  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/Gizmos/GLGizmoMmuSegmentation.cpp:712-743  <->  src/slic3r/GUI/Gizmos/GLGizmoSeam.cpp:266-296  (LITERAL, weighted=1, line=0.785714)
  src/slic3r/GUI/Gizmos/GLGizmoMmuSegmentation.cpp:968-970  <->  src/slic3r/GUI/Gizmos/GLGizmoSeam.cpp:371-373  (LITERAL, weighted=1, line=0.5)
  src/slic3r/GUI/Gizmos/GLGizmoMmuSegmentation.cpp:1006-1017  <->  src/slic3r/GUI/Gizmos/GLGizmoSeam.cpp:385-396  (EXACT, weighted=1, line=0.833333)
  src/slic3r/GUI/Gizmos/GLGizmoMmuSegmentation.cpp:1118-1125  <->  src/slic3r/GUI/Gizmos/GLGizmoSeam.cpp:187-194  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/Plater.cpp:4296-4300  <->  src/slic3r/Utils/CalibUtils.cpp:127-131  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/MultiMachinePage.cpp:223-235  <->  src/slic3r/GUI/MultiTaskManagerPage.cpp:273-285  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/MultiMachineManagerPage.cpp:658-667  <->  src/slic3r/GUI/MultiTaskManagerPage.cpp:1365-1375  (EXACT, weighted=1, line=1)
  src/slic3r/Utils/FontUtils.cpp:21-39  <->  src/slic3r/Utils/WxFontUtils.cpp:22-42  (EXACT, weighted=1, line=0.764706)
  src/slic3r/Utils/FlashAir.cpp:163-165  <->  src/slic3r/Utils/OctoPrint.cpp:232-234  (EXACT, weighted=1, line=1)
  sandboxes/opencsg/Engine.cpp:127-136  <->  src/slic3r/GUI/3DScene.hpp:202-211  (EXACT, weighted=1, line=1)
  sandboxes/opencsg/Engine.cpp:203-217  <->  src/slic3r/GUI/3DScene.cpp:242-254  (EXACT, weighted=1, line=0.714286)
  src/slic3r/GUI/MultiMachineManagerPage.cpp:672-681  <->  src/slic3r/GUI/MultiTaskManagerPage.cpp:1397-1406  (EXACT, weighted=1, line=1)
  src/slic3r/GUI/MultiMachineManagerPage.cpp:686-690  <->  src/slic3r/GUI/MultiTaskManagerPage.cpp:1388-1392  (EXACT, weighted=1, line=1)
