scanned 553 files, 4147 fragments, 82946 candidate pairs
  src/gui/ClientPuduEditor.cpp:228-230  <->  src/gui/StripDeEssPanel.cpp:152-154  (LITERAL, weighted=1, line=0.5)
  src/gui/StripPuduPanel.cpp:395-398  <->  src/gui/StripTubePanel.cpp:452-455  (LITERAL, weighted=1, line=0.6)
  src/gui/StripPuduPanel.cpp:177-183  <->  src/gui/StripReverbPanel.cpp:211-215  (EXACT, weighted=1, line=0.714286)
  src/gui/StripFinalOutputPanel.cpp:1131-1133  <->  src/gui/StripRxOutputPanel.cpp:36-38  (EXACT, weighted=1, line=1)
  src/gui/ClientPuduEditor.cpp:173-179  <->  src/gui/ClientTubeApplet.cpp:82-86  (LITERAL, weighted=1, line=0.5)
  src/gui/StripGatePanel.cpp:511-517  <->  src/gui/StripTubePanel.cpp:460-466  (LITERAL, weighted=1, line=0.75)
  src/gui/ClientDeEssApplet.cpp:134-138  <->  src/gui/StripPuduPanel.cpp:177-183  (LITERAL, weighted=1, line=0.5)
  src/gui/ClientPuduEditor.cpp:173-179  <->  src/gui/ClientReverbApplet.cpp:174-178  (LITERAL, weighted=1, line=0.5)
  src/gui/StripChainWidget.cpp:740-743  <->  src/gui/StripRxChainWidget.cpp:621-624  (EXACT, weighted=1, line=1)
  src/gui/ClientPuduApplet.cpp:53-76  <->  src/gui/StripPuduPanel.cpp:61-84  (LITERAL, weighted=1, line=0.666667)
  src/gui/ClientPuduApplet.cpp:53-76  <->  src/gui/ClientPuduEditor.cpp:61-84  (LITERAL, weighted=1, line=0.666667)
  src/gui/StripChainWidget.cpp:356-370  <->  src/gui/StripRxChainWidget.cpp:291-305  (EXACT, weighted=1, line=1)
  src/gui/StripChainWidget.cpp:294-301  <->  src/gui/StripRxChainWidget.cpp:254-261  (RENAMED, weighted=1, line=0.777778)
  src/core/SpotCollectorClient.cpp:20-22  <->  src/core/WsjtxClient.cpp:22-24  (RENAMED, weighted=1, line=0.5)
  src/gui/ClientGateEditor.cpp:476-482  <->  src/gui/StripTubePanel.cpp:460-466  (LITERAL, weighted=1, line=0.75)
  src/core/UlanziDialMacOSManager.cpp:73-83  <->  src/core/UlanziDialWindowsManager.cpp:75-85  (EXACT, weighted=1, line=1)
  src/gui/ClientRxChainWidget.cpp:480-503  <->  src/gui/StripRxChainWidget.cpp:635-657  (EXACT, weighted=1, line=0.95)
  src/gui/RxApplet.cpp:144-149  <->  src/gui/VfoWidget.cpp:190-195  (EXACT, weighted=1, line=1)
  src/gui/ClientGateEditor.cpp:476-482  <->  src/gui/ClientTubeEditor.cpp:458-464  (LITERAL, weighted=1, line=0.75)
  src/gui/ClientGateEditor.cpp:476-482  <->  src/gui/ClientPuduEditor.cpp:396-402  (LITERAL, weighted=1, line=0.75)
  src/gui/RxApplet.cpp:1335-1338  <->  src/gui/VfoWidget.cpp:3784-3787  (EXACT, weighted=1, line=1)
  src/gui/RxApplet.cpp:1311-1330  <->  src/gui/VfoWidget.cpp:3760-3779  (LITERAL, weighted=1, line=0.7)
  src/gui/RxApplet.cpp:1294-1297  <->  src/gui/VfoWidget.cpp:3743-3746  (EXACT, weighted=1, line=1)
  src/gui/RxApplet.cpp:1248-1256  <->  src/gui/VfoWidget.cpp:3714-3722  (RENAMED, weighted=1, line=0.777778)
  src/core/UlanziDialMacOSManager.cpp:211-243  <->  src/core/UlanziDialWindowsManager.cpp:264-297  (EXACT, weighted=1, line=0.916667)
  src/gui/ClientGateEditor.cpp:192-196  <->  src/gui/ClientTubeApplet.cpp:82-86  (LITERAL, weighted=1, line=0.666667)
  src/gui/ClientGateEditor.cpp:192-196  <->  src/gui/ClientReverbApplet.cpp:174-178  (LITERAL, weighted=1, line=0.666667)
  src/gui/StripGatePanel.cpp:511-517  <->  src/gui/StripPuduPanel.cpp:403-409  (LITERAL, weighted=1, line=0.75)
  src/gui/ClientGateEditor.cpp:192-196  <->  src/gui/ClientPuduEditor.cpp:173-179  (EXACT, weighted=1, line=0.714286)
  src/gui/PanFloatingWindow.cpp:74-84  <->  src/gui/containers/FloatingContainerWindow.cpp:154-164  (EXACT, weighted=1, line=1)
  src/gui/ClientGateEditor.cpp:192-196  <->  src/gui/StripReverbPanel.cpp:211-215  (EXACT, weighted=1, line=1)
  src/gui/ClientGateEditor.cpp:192-196  <->  src/gui/StripPuduPanel.cpp:177-183  (EXACT, weighted=1, line=0.714286)
  src/gui/ProfileImportExportDialog.cpp:188-202  <->  src/gui/RadioSetupDialog.cpp:259-272  (EXACT, weighted=1, line=1)
